customer_id,product_id
3168,"[687, 691, 1507, 205, 581, 1424, 454, 1390]"
489,"[1334, 1550, 585, 1388, 1365, 289]"
4350,"[485, 129]"
224,"[206, 235, 878, 922, 1205, 356, 1344]"
1002,"[395, 811, 1121, 605]"
462,[698]
3823,"[1468, 1512, 237, 532, 376]"
4350,"[93, 549, 326, 1408, 865]"
4126,"[1501, 1412, 536, 1191, 370]"
1174,"[929, 1132]"
7270,"[916, 440, 1455, 1526, 583, 1438]"
7929,"[956, 1465, 350, 579]"
8106,"[1162, 99, 902, 879, 1362]"
7270,"[559, 1495, 659, 1195, 1557, 1202, 1125, 942]"
1002,"[1551, 76, 1385, 576, 1445, 809, 332]"
4020,"[1359, 1455, 340, 983, 1026, 1309]"
4607,[1399]
3713,"[916, 1226, 296]"
4362,"[564, 1113, 1023, 148]"
649,"[1529, 920]"
6358,"[1063, 1173, 1256, 1007]"
340,"[1229, 260, 1196]"
1420,"[980, 1423, 94]"
7788,"[1333, 1483, 1033, 1237, 1453, 391, 1193]"
2814,"[1416, 1233, 224, 135, 817, 328, 651, 827]"
2152,"[1502, 1373, 1030]"
5418,"[1186, 763, 886, 104]"
224,"[75, 642, 1204, 249]"
814,"[1443, 341, 118, 1200]"
9954,"[584, 1360, 590]"
1948,"[108, 817, 661, 1543, 41, 1017, 62]"
1420,"[9, 771, 775, 32, 288, 665]"
6093,"[49, 238, 814, 1058]"
6048,"[787, 725, 182, 1397, 455, 165, 1447]"
1002,"[1288, 439, 1427, 751, 1221, 639]"
4698,"[755, 479, 895, 1205, 689, 678]"
10160,[320]
8704,"[436, 266, 1508, 898, 1169, 1185, 1135]"
3747,"[653, 1175, 753, 875, 93, 882]"
8391,[120]
7091,[395]
8544,"[445, 223, 1304, 762, 832, 1448, 745, 882]"
8176,[146]
2467,"[1061, 1078, 1028, 1178, 728, 932]"
4040,"[54, 642, 20, 742]"
5833,"[1512, 942, 266, 736, 153]"
9953,"[416, 287, 1501, 559, 270]"
5652,"[296, 1033, 1209, 1093, 1442, 1538]"
6048,"[750, 500, 1249, 147]"
7929,"[690, 267]"
8315,"[1289, 1172, 1522, 473, 916, 1559, 1189, 1472]"
4878,[1486]
8397,[470]
1032,"[986, 1323]"
6048,"[1506, 177, 221, 504, 1213, 1057]"
9432,"[866, 523, 1139, 850, 573, 989, 1299]"
3192,"[456, 1338, 250, 1226, 1415, 434]"
7588,"[1482, 331, 1373, 1363, 980, 570]"
8704,"[1540, 452, 1014, 59]"
8925,"[375, 831, 608, 132, 1147, 1218]"
9432,"[415, 298, 648, 1157]"
3747,"[1211, 1415, 73]"
2434,"[162, 300, 716, 612, 96]"
1396,"[1238, 189, 632, 861, 905]"
2634,"[559, 642, 393, 1142, 453]"
7424,"[703, 626, 443, 992, 902, 27]"
8039,"[742, 93, 896]"
6263,"[1385, 137, 1179, 1168, 786]"
1174,"[622, 1265]"
1554,"[1221, 612, 882, 899, 849, 998, 549, 339]"
6212,"[749, 1298, 1208, 333, 1085]"
9592,"[30, 725, 929, 1145, 496, 885, 863]"
6416,[1436]
4905,"[500, 849, 1359, 244]"
2094,"[1519, 177, 673, 1476, 1453, 377, 74]"
9942,"[417, 1099, 610]"
7273,"[930, 1506, 191, 1433]"
6048,"[1003, 874, 531, 1146, 857, 580, 996, 1306]"
2467,"[1423, 441, 271, 1512, 903]"
1002,"[394, 810]"
5852,"[500, 78, 200, 976, 207, 544, 360, 910]"
9620,"[1053, 803, 1552, 450, 227]"
340,"[1134, 950, 1500, 996, 121]"
4607,"[1130, 1279, 830, 1034, 1250, 187]"
826,"[25, 747, 1283, 87]"
704,"[368, 838, 255, 444, 1021, 1264]"
1260,"[821, 305, 295]"
2341,[611]
5418,"[1447, 1543, 428, 1071, 1114, 1397]"
7734,"[26, 1107]"
9954,"[92, 908, 19]"
2312,"[69, 1390, 1274, 65, 575]"
919,"[691, 668]"
3805,"[1064, 361, 498]"
1002,"[711, 1499, 278, 95, 644, 141, 823, 334]"
1420,"[184, 1106, 1044, 501, 157]"
2622,"[731, 1413, 924, 1247, 1424]"
1447,"[354, 571, 1480, 725, 614, 205, 1020, 132, 508]"
3671,"[934, 778, 102, 572]"
7788,"[1554, 1304, 495, 951, 728, 252, 1267, 1338]"
4905,"[1427, 1271, 595, 651]"
4040,"[586, 336, 1085]"
8294,"[642, 898, 1275, 559, 1148, 526, 1248]"
6358,"[565, 715, 266, 469]"
8294,"[545, 29]"
3613,"[39, 401, 46, 1527, 1344, 335]"
3805,"[79, 1427, 85]"
2467,"[589, 312, 728, 1038, 522]"
9953,"[203, 299, 742, 1385, 1428, 153, 449]"
9586,"[765, 902, 1318, 70, 698, 1102, 719, 309]"
7270,"[1322, 34, 51]"
6358,"[833, 356, 1372, 1442, 500, 1355]"
7021,"[872, 1382, 364]"
3671,"[227, 177]"
1894,"[27, 776]"
5833,"[320, 310, 1485, 1489, 747]"
7273,"[450, 733, 1442]"
1553,"[1039, 1255, 606, 1409, 972, 1455, 7]"
9214,"[350, 1032, 130]"
4429,"[766, 1342]"
843,"[1196, 27]"
680,"[464, 1079, 376]"
6604,"[320, 1096]"
5418,"[1452, 403, 846, 1489, 1119, 1402]"
1371,"[347, 1429, 886, 957]"
224,"[917, 1253]"
5430,"[1437, 107, 151, 434, 1143]"
6369,"[1100, 291, 1160, 524, 461, 1476, 1133]"
3138,[55]
1260,"[1545, 176, 752, 995]"
8021,"[46, 1127, 998, 655]"
5652,"[932, 855, 672, 1221, 1131, 256, 911]"
7270,"[1281, 1364, 1115, 306, 761, 538]"
2434,"[846, 1501]"
6938,"[1178, 502, 559, 1534, 579, 742, 985]"
4698,"[1292, 550, 806, 1182, 466, 1055]"
6076,"[1332, 17, 1259, 649]"
6944,"[699, 356, 972, 683, 406, 822, 1132]"
2434,"[387, 1269, 181, 1156, 1346]"
3613,"[1289, 946, 4, 1273, 996, 1412, 164]"
826,"[200, 1082, 1552]"
6187,"[323, 300, 783, 893, 976, 726, 1475, 373]"
1894,"[1142, 227, 1415, 140]"
4878,"[913, 890, 1373]"
2467,"[1196, 41]"
7213,"[424, 1212, 1549, 1366, 357, 1412]"
1553,"[1449, 108, 603, 1406, 1383, 307, 4]"
10114,"[444, 1126, 638]"
7734,"[957, 1533, 219, 1461]"
6187,"[1030, 901, 558, 1174, 884, 608, 1024, 1334]"
2634,"[1450, 468, 298, 1540, 930]"
1232,"[421, 837]"
6048,[527]
6093,"[937, 848, 1530]"
4983,"[660, 1264, 1426, 111, 1353, 744, 1014]"
5624,"[308, 1151, 181, 1117, 281, 818, 36, 824]"
2181,"[995, 1477, 1174, 1257, 1007, 198]"
7563,"[145, 56, 738, 249, 572, 748]"
8649,[1171]
9954,"[1118, 642]"
4531,[1185]
7788,"[1461, 26]"
4607,"[1222, 13, 109, 552, 1195, 1239, 1522]"
6212,"[1278, 575, 712, 1128]"
10223,"[459, 1141, 239]"
9620,"[875, 1038]"
1174,"[1208, 39]"
919,"[476, 1092, 389]"
7015,"[332, 1108, 339, 675, 492, 1042, 538]"
8391,"[606, 1089, 785, 868]"
4350,"[489, 134]"
1396,"[308, 337, 980, 1023, 1306, 457, 1446]"
2433,"[497, 913, 1223, 707]"
622,[703]
5430,"[12, 55, 338, 634, 478]"
6339,"[195, 650, 428, 1509, 967, 1037]"
6631,"[234, 118, 467]"
1260,"[730, 1000, 1017, 967, 1117, 254, 457]"
1396,"[707, 1483]"
649,"[281, 790, 1233, 1462, 1506, 231, 940, 784]"
2341,"[1276, 894, 898, 155, 411, 787, 72]"
4965,"[255, 111, 128, 78, 228]"
8039,"[211, 1387]"
9432,"[335, 258, 75, 625]"
3671,"[1527, 1357, 1041, 431, 701]"
5090,"[1018, 1328, 398, 801]"
1588,"[83, 1404, 1287, 79, 589]"
1014,"[705, 682]"
3138,"[199, 1054, 1192, 50, 1504, 988]"
9953,"[239, 522]"
6076,"[691, 708, 658, 808, 358]"
8544,"[408, 412, 1228, 1484, 302]"
704,"[1045, 475, 1357]"
7021,"[208, 1011, 575, 1057, 1167]"
7273,"[1287, 865, 988, 206]"
5418,"[389, 859, 1421, 466, 1042, 871]"
1371,"[842, 1470, 316]"
3713,"[729, 640]"
4983,"[1102, 253, 97, 979, 1035]"
8021,"[47, 1129]"
224,[113]
8925,"[1534, 513, 1289, 519, 856]"
7273,[1250]
6604,"[368, 584]"
3805,"[1233, 690, 347, 963, 674, 397, 813]"
9942,"[947, 378]"
3177,"[1054, 1203, 754, 544, 760, 111]"
4020,"[1093, 671, 794, 12]"
1823,"[195, 665, 1226, 271, 848]"
5606,"[750, 1366, 663, 800]"
919,"[1316, 1227, 351, 1006]"
6212,"[1220, 1490]"
9954,"[1474, 1557, 1307, 498, 954, 731, 255]"
5933,"[771, 1280, 165]"
2434,[125]
1948,"[1494, 1471, 395, 92]"
8391,"[901, 1277, 562, 1151]"
3653,"[1028, 1311, 462, 1450, 774]"
5652,"[576, 1497, 1021, 892, 549, 1165, 875]"
680,[60]
2622,"[1441, 459, 289, 1531, 921]"
1277,"[1092, 1508, 260, 888, 1291]"
1396,"[302, 745, 1388, 1017, 1300, 452, 296]"
9432,"[905, 1321, 1217, 701]"
462,[1111]
9984,"[6, 49, 332, 1042, 886, 210, 266]"
3168,"[249, 1291, 1281, 898, 902, 160, 416, 792]"
2181,"[180, 330]"
2634,[779]
826,"[390, 113, 529, 839]"
6938,"[1222, 319, 1056]"
3671,"[1532, 1361, 1045, 436, 706]"
6076,"[1119, 1429, 500, 903]"
2467,"[88, 1409, 1292, 84, 593]"
6187,"[321, 298, 781, 891, 974, 725, 1474, 371]"
3177,[479]
491,"[968, 386, 575, 1151, 1395]"
5652,"[791, 502]"
3958,"[779, 1368, 746, 1467, 446, 808, 452, 375]"
8106,"[789, 899]"
8294,"[816, 1232, 1542, 1026, 1015, 633]"
2622,"[855, 699, 23, 590]"
8294,"[14, 1323, 513, 969, 746, 270, 1285, 1356]"
5065,"[1445, 1289, 613, 669]"
4362,"[604, 355, 1103]"
8397,"[660, 916, 1293, 577, 1166, 544, 1266]"
6604,"[583, 733, 284, 488]"
8397,"[563, 47]"
3713,"[58, 420, 64, 1545, 1362, 353]"
4040,"[97, 1445, 104]"
2634,"[607, 330, 746, 1056, 540]"
10160,"[221, 317, 760, 1403, 1447, 171, 467]"
9754,"[783, 920, 1336, 88, 717, 1120, 737, 327]"
7758,"[1340, 52, 69]"
6604,"[851, 375, 1390, 1460, 518, 1373]"
8121,"[308, 818, 1261, 1490, 1533, 258, 967, 811]"
1788,"[1207, 824, 828, 85, 341, 718]"
2181,"[102, 291, 868, 1111]"
7745,[938]
3192,[455]
1396,"[931, 1308]"
340,"[465, 1148, 245]"
6370,"[881, 1458]"
1174,"[1214, 45]"
919,"[482, 1098, 395]"
8039,"[436, 1211]"
814,"[1179, 130, 573, 1216, 846]"
3192,"[914, 997, 747, 1496, 394]"
7015,"[644, 980, 797, 1347, 843, 1526, 1037]"
8704,"[993, 1076, 827, 18, 887, 250, 188]"
7588,"[24, 534, 563, 1206, 1249, 1532, 684]"
7231,"[1000, 723, 1139, 1449, 933, 923, 540]"
491,"[1060, 105, 681]"
8649,"[1396, 1480, 1230, 421, 876, 654, 178]"
6048,"[791, 1300, 185]"
1788,"[462, 412, 562]"
6263,"[225, 295, 911, 208]"
1588,"[312, 861, 358]"
3277,"[1264, 682, 871, 1447, 132, 1374]"
680,"[732, 721, 338, 342, 1158, 1414, 232]"
3823,"[309, 1258, 1114, 1131]"
6938,"[901, 611]"
5606,[474]
462,"[485, 302, 851, 761]"
4878,"[25, 1267]"
9887,"[318, 801, 911]"
10160,"[1027, 645, 332, 1147]"
843,"[305, 815, 1258, 342, 1530, 255, 964, 808]"
1788,"[59, 821, 825, 82, 338, 715]"
7929,"[196, 386, 962, 1205]"
7745,[935]
3032,[452]
8491,"[928, 1305, 589, 1178]"
3747,"[1055, 1338, 489, 1478, 802, 1272]"
462,"[1192, 903, 626, 1042]"
6212,"[1052, 177, 832, 10, 187, 71]"
7015,"[1092, 1202, 1285, 1036]"
7304,"[579, 23, 546, 123, 246, 1022, 252]"
8943,"[781, 997, 348, 737]"
1560,"[627, 631, 1446, 144, 1399, 683, 1272]"
9432,"[723, 740, 690, 839, 390]"
680,"[537, 541, 1357, 55, 431]"
1805,"[1174, 604, 1486]"
9685,"[435, 1237, 801, 1283, 1393, 1477]"
3613,"[1460, 1277, 268, 179, 861, 1516, 695, 871]"
9425,"[765, 222, 292, 908, 205, 342, 758]"
919,"[382, 226, 1108, 1164, 582, 1185, 1347]"
9592,"[1099, 1103, 360]"
1554,"[343, 666, 843, 726, 1076]"
1894,"[899, 144, 121]"
2181,"[942, 427, 416, 33]"
680,"[1433, 1316, 108, 617, 646, 1289, 1333]"
5606,"[757, 1372, 1083, 807, 1223, 1532]"
7424,"[224, 268, 551, 846, 787, 111]"
2467,"[1347, 404, 1259, 1397, 255, 565, 1193]"
8943,"[604, 660, 78, 681, 843, 1087, 771]"
8391,"[651, 907, 1284, 568, 1157, 535, 1257]"
6563,"[574, 724, 275, 479]"
8391,"[554, 38]"
3671,"[49, 411, 55, 1536, 1353, 344]"
3823,"[88, 1436, 94]"
2622,"[598, 321, 737, 1047, 531]"
10113,"[212, 308, 751, 1394, 1437, 162, 458]"
9620,"[774, 911, 1327, 79, 707, 1111, 728, 318]"
7424,"[1331, 43, 60]"
6563,"[842, 366, 1381, 1451, 509, 1364]"
7091,"[881, 1391, 276]"
2476,"[139, 89]"
2094,"[36, 785]"
5852,"[329, 319, 1494, 1498, 756]"
1232,"[874, 1064, 82, 325, 9, 957, 814, 831]"
462,"[618, 1394, 1038]"
2312,"[555, 851]"
4126,"[1421, 1371, 1520, 1071, 861, 1077, 428]"
3958,"[1117, 1454]"
8245,"[176, 819, 449, 731, 1441, 1285, 609]"
1948,"[752, 648, 132]"
1554,"[303, 852, 349]"
2275,"[1158, 575, 765, 1341, 26, 1365]"
622,"[722, 712, 329, 333, 1149, 1405, 223]"
3747,"[300, 1249, 1105, 1122]"
6604,"[891, 602]"
5418,[465]
224,"[475, 292, 842]"
5090,"[1188, 100]"
1232,"[683, 473, 689, 40, 429, 406]"
